Order,Family,genus,species,Species,Diploid number,Fundamental number,Sex chromosome,Ploidy,Max Bs,Microchromosomes,Notes,Original listing,Citation
Anura,Bufonidae,Bufotes,pewzowi taxkorensis,Bufotes pewzowi taxkorensis,44,,,4,,,,,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Bufonidae,Bufotes,pewzowi unicolor,Bufotes pewzowi unicolor,44,,,4,,,,,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Bufonidae,Bufotes,pseudoraddei,Bufotes pseudoraddei,33,,,3,,,unclear if all individuals are polyploid,,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Bufonidae,Bufotes,turanensis,Bufotes turanensis,22,44,,,,,,Bufo turanensis,"Fakharzadeh, F., Darvish, J., Kami, H.G., Ghassemzadeh, F., Rastegar-Pouyani, E. and St?ck, M., 2015. Discovery of triploidy in Palearctic green toads (Anura: Bufonidae) from Iran with indications for a reproductive system involving diploids and triploids. Zoologischer Anzeiger-A Journal of Comparative Zoology, 255, pp.25-31."
Anura,Bufonidae,Bufotes,turanensis,Bufotes turanensis,33,66,,,,,,Bufo turanensis,"Fakharzadeh, F., Darvish, J., Kami, H.G., Ghassemzadeh, F., Rastegar-Pouyani, E. and St?ck, M., 2015. Discovery of triploidy in Palearctic green toads (Anura: Bufonidae) from Iran with indications for a reproductive system involving diploids and triploids. Zoologischer Anzeiger-A Journal of Comparative Zoology, 255, pp.25-31."
Anura,Bufonidae,Bufotes,variabilis,Bufotes variabilis,44,,,,,,,Bufo kavirensis,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Bufotes,variabilis,Bufotes variabilis,22,44,,,,,,Bufo variabilis,"Fakharzadeh, F., Darvish, J., Kami, H.G., Ghassemzadeh, F. and Rastegar-Pouyani, E., 2018. KARYOLOGICAL INVESTIGATION OF Bufo variabilis (ANURA: BUFONIDAE) POPULATIONS FROM NORTHWEST AND SOUTHEAST OF IRAN.?Russian Journal of Herpetology,?25(1)."
Anura,Bufonidae,Bufotes,viridis,Bufotes viridis,22,44,,,,,,Bufo viridis,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Bufonidae,Bufotes,viridis,Bufotes viridis,44,88,,4,,,,Bufo viridis,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Bufonidae,Bufotes,viridis,Bufotes viridis,22,44,,,,,,Pseudepidalea viridis,"SABA, N. and Tripathi, N.K., 2013. Karyotypic study of two toad species?Duttaphrynus stomaticus and Pseudepidalea viridis (Anura, Amphibia) from Jammu and Kashmir. International Journal of Zoology and Research (IJZR), 3(3), pp.21-28."
Anura,Bufonidae,Bufotes,zugmayeri,Bufotes zugmayeri,33,,,3,,,unclear if all individuals are polyploid,,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Bufonidae,Capensibufo,rosei,Capensibufo rosei,22,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Duttaphrynus,dhufarensis,Duttaphrynus dhufarensis,22,44,,,,,,Bufo dhufarensis,"Al-Shehri, A.H. and Al-Saleh, A.A., 2010. First report of the karyotype of Bufo dhufarensis from Saudi Arabia.?Journal of King Saud University-Science,?22(2), pp.73-76."
Anura,Bufonidae,Duttaphrynus,himalayanus,Duttaphrynus himalayanus,22,,,,,,,Bufo himalayanus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Duttaphrynus,melanostictus,Duttaphrynus melanostictus,22,44,,,,,,Bufo melanostictus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Duttaphrynus,stomaticus,Duttaphrynus stomaticus,22,,,,,,,Bufo andersoni,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Duttaphrynus,stomaticus,Duttaphrynus stomaticus,22,44,,,,,,Bufo stomaticus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Epidalea,calamita,Epidalea calamita,22,44,,,,,,Bufo calamita,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,alvarius,Incilius alvarius,22,44,,,,,,Bufo alvarius,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,bocourti,Incilius bocourti,22,44,,,,,,Bufo bocourti,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,canaliferus,Incilius canaliferus,22,44,,,,,,Bufo canaliferus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,coccifer,Incilius coccifer,22,,,,,,,Bufo coccifer,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,coniferus,Incilius coniferus,22,44,,,,,,Bufo coniferus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,holdridgei,Incilius holdridgei,22,44,,,,,,Bufo holdridgei,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,luetkenii,Incilius luetkenii,22,44,,,,,,Bufo luetkenii,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,marmoreus,Incilius marmoreus,22,44,,,,,,Bufo marmoreus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,mazatlanensis,Incilius mazatlanensis,22,,,,,,,Bufo mazatlanensis,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,occidentalis,Incilius occidentalis,22,44,,,,,,Bufo occidentalis,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,perplexus,Incilius perplexus,22,44,,,,,,Bufo perplexus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Incilius,valliceps,Incilius valliceps,22,44,,,,,,Bufo valliceps,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Ingerophrynus,parvus,Ingerophrynus parvus,22,44,,,,,,Bufo parvus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Ingerophrynus,philippinicus,Ingerophrynus philippinicus,22,,,,,,,Bufo biporcatus philippinicus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Melanophryniscus,atroluteus,Melanophryniscus atroluteus,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,cf tumifrons,Melanophryniscus cf tumifrons,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,cupreuscapularis,Melanophryniscus cupreuscapularis,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,devincenzii,Melanophryniscus devincenzii,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,fulvoguttatus,Melanophryniscus fulvoguttatus,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,klappenbachi,Melanophryniscus klappenbachi,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,krauczuki,Melanophryniscus krauczuki,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,montevidensis,Melanophryniscus montevidensis,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,moreirae,Melanophryniscus moreirae,22,44,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Melanophryniscus,orejasmirandai,Melanophryniscus orejasmirandai,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,paraguayensis,Melanophryniscus paraguayensis,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,rubriventris,Melanophryniscus rubriventris,22,44,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Melanophryniscus,sanmartini,Melanophryniscus sanmartini,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,sp aff montevidensis,Melanophryniscus sp aff montevidensis,22,44,,,,,,,"Baldo, D., Cotichelli, L., Pereyra, M.O., Borteiro, C., Netto, F., Kolenc, F., Brusquetti, F. and Bidau, C., 2012. A cytotaxonomic survey of the genus Melanophryniscus Gallardo, 1961 (Anura: Bufonidae). Journal of Herpetology, pp.25-32."
Anura,Bufonidae,Melanophryniscus,stelzneri,Melanophryniscus stelzneri,22,44,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Nannophryne,variegata,Nannophryne variegata,22,44,,,,,,Bufo variegatus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Nectophryne,afra,Nectophryne afra,22,44,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Bufonidae,Nectophrynoides,tornieri,Nectophrynoides tornieri,22,44,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Bufonidae,Nimbaphrynoides,occidentalis,Nimbaphrynoides occidentalis,22,44,,,,,,Nectophrynoides  occidentalis,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Bufonidae,Pedostibes,hosii,Pedostibes hosii,22,44,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Bufonidae,Phrynoidis,asper,Phrynoidis asper,22,,,,,,,Bufo asper,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Poyntonophrynus,fenoulheti,Poyntonophrynus fenoulheti,22,,,,,,,Bufo fenoulheti,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhaebo,blombergi,Rhaebo blombergi,22,,,,,,,Bufo blombergi,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhaebo,blombergi,Rhaebo blombergi,22,44,,,,,,Bufo blombergi,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhaebo,haematiticus,Rhaebo haematiticus,22,44,,,,,,Bufo haematiticus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhinella,achavali,Rhinella achavali,22,44,,,,,,,"Kolenc, F., Borteiro, C., Cotichelli, L., Baldo, D., Debat, C.M. and Candioti, F.V., 2013. The tadpole and karyotype of Rhinella achavali (Anura: Bufonidae). Journal of Herpetology, 47(4), pp.599-606."
Anura,Bufonidae,Rhinella,arenarum,Rhinella arenarum,22,44,,,,,,Bufo arenarum,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhinella,arunco,Rhinella arunco,22,44,,,,,,Bufo chilensis,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhinella,atacamensis,Rhinella atacamensis,22,44,,,,,,Bufo atacamensis,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhinella,crucifer,Rhinella crucifer,22,44,,,,,,Bufo crucifer,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhinella,dorbignyi,Rhinella dorbignyi,22,,,,,,,Bufo dorbignyi,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Bufonidae,Rhinella,fernandezae,Rhinella fernandezae,22,,,,,,,Bufo fernandezae,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
